City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,tieli,46.95,128.05,17.98,59,100,10.29,CN,1684979899
364,revda,56.801,59.9303,17.63,47,37,1.09,RU,1684979899
365,berezovo,63.9381,65.0419,14.72,67,3,1.7,RU,1684979900
366,moraleja,40.0162,-6.6977,16.33,65,9,1.1,ES,1684979900
367,san borja,-14.8167,-66.85,22.68,97,64,1.44,BO,1684979901
368,shache,38.4167,77.2406,19.98,36,99,2.49,CN,1684979901
369,battagram,34.6772,73.0233,19.26,69,52,0.59,PK,1684979901
370,rio grande,-32.035,-52.0986,19.24,87,100,4.41,BR,1684979901
371,presidente olegario,-18.4178,-46.4181,15.36,63,8,2.12,BR,1684979902
372,sterling,39.0062,-77.4286,21.19,63,0,2.06,US,1684979785
373,tabuk,17.4189,121.4443,30.33,68,89,1.19,PH,1684979902
374,cootamundra,-34.65,148.0333,15.53,39,68,6.75,AU,1684979902
375,rancho palos verdes,33.7445,-118.387,18.86,77,50,3.58,US,1684979903
376,tamanrasset,22.785,5.5228,24.95,9,0,3.09,DZ,1684979903
377,le port,-20.9373,55.2919,22.16,96,99,1.33,RE,1684979903
378,boguchany,58.3814,97.4531,6.89,59,48,3.97,RU,1684979903
379,kuqa,41.7278,82.9364,20.71,27,100,2.26,CN,1684979903
380,caleta de carquin,-11.0925,-77.6267,21.42,82,78,4.57,PE,1684979904
381,jayapura,-2.5333,140.7,30.66,67,95,1.19,ID,1684979904
382,shingu,33.7333,135.9833,21.75,60,64,4.01,JP,1684979904
383,lazaro cardenas,17.9583,-102.2,27.62,74,100,3.0,MX,1684979904
384,ke-macina,13.9623,-5.3572,33.14,39,72,4.02,ML,1684979905
385,rongelap,11.1635,166.8941,27.82,79,88,6.75,MH,1684979905
386,chajari,-30.7505,-57.9796,20.57,77,59,4.17,AR,1684979905
387,albertville,34.2676,-86.2089,20.94,78,75,0.0,US,1684979807
388,saint-pierre,-21.3393,55.4781,21.98,68,0,2.57,RE,1684979906
389,oriximina,-1.7656,-55.8661,24.93,88,96,1.67,BR,1684979906
390,kangding,30.0513,101.9603,16.67,74,44,1.4,CN,1684979906
391,al jawf,29.5,38.75,23.63,28,35,4.29,SA,1684979906
392,uturoa,-16.7333,-151.4333,27.46,69,10,1.56,PF,1684979907
393,labrador city,52.9463,-66.9114,0.95,64,0,3.09,CA,1684979907
394,alesund,62.4723,6.1549,9.31,82,75,10.29,NO,1684979907
395,el calafate,-50.3408,-72.2768,-1.36,77,10,0.95,AR,1684979907
396,kruisfontein,-34.0033,24.7314,12.97,57,20,1.73,ZA,1684979908
397,bel ombre,-4.6167,55.4167,26.91,74,20,2.06,SC,1684979908
398,pacora,9.0833,-79.2833,28.01,86,20,1.03,PA,1684979908
399,isabela,6.7085,121.9711,26.03,67,44,3.42,PH,1684979908
400,nuuk,64.1835,-51.7216,1.6,74,56,8.94,GL,1684979909
401,kerikeri,-35.2268,173.9474,19.95,69,16,2.81,NZ,1684979909
402,nabire,-3.3667,135.4833,30.63,65,55,1.08,ID,1684979909
403,chernyshevskiy,63.0128,112.4714,7.4,65,100,4.74,RU,1684979909
404,ulladulla,-35.35,150.4667,19.32,36,100,5.7,AU,1684979909
405,guasdualito,7.2424,-70.7324,26.98,100,20,0.51,VE,1684979910
406,rabo de peixe,37.8,-25.5833,15.73,82,20,4.63,PT,1684979910
407,puerto lempira,15.2667,-83.7667,26.49,73,57,2.85,HN,1684979910
408,smirnykh,49.75,142.8333,23.42,43,41,4.27,RU,1684979910
409,yelizovo,53.1873,158.3805,15.08,38,40,5.0,RU,1684979911
410,pauini,-7.7136,-66.9764,22.51,99,100,0.12,BR,1684979911
411,newman,37.3138,-121.0208,25.16,43,1,5.36,US,1684979911
412,port douglas,-16.4833,145.4667,24.52,73,60,7.59,AU,1684979911
413,bokoro,12.3807,17.0568,33.31,35,75,5.28,TD,1684979912
414,becancour,46.3334,-72.4324,11.97,62,100,5.14,CA,1684979912
415,alenquer,-1.9417,-54.7383,24.38,91,93,1.77,BR,1684979912
416,cartagena,10.3997,-75.5144,28.79,79,75,4.12,CO,1684979889
417,port macquarie,-31.4333,152.9167,23.27,36,8,3.48,AU,1684979913
418,englewood,39.6478,-104.9878,19.6,51,75,2.57,US,1684979913
419,aliveri,38.4167,24.0333,19.67,70,2,1.21,GR,1684979913
420,valparaiso,-33.0393,-71.6273,16.11,61,75,1.54,CL,1684979829
421,rybinsk,58.0446,38.8426,12.43,98,36,1.7,RU,1684979913
422,madukkarai,10.9,76.9667,26.38,83,20,3.09,IN,1684979914
423,cole harbour,44.6724,-63.4751,6.77,93,100,5.14,CA,1684979914
424,ridgecrest,35.6225,-117.6709,30.92,11,0,7.72,US,1684979915
425,bodo,67.28,14.405,7.02,77,75,13.89,NO,1684979915
426,merizo village,13.2658,144.6691,25.88,89,100,16.88,GU,1684979915
427,malango,-2.9627,119.9001,25.79,70,98,1.12,ID,1684979915
428,buka,40.8108,69.1986,17.79,34,1,1.65,UZ,1684979915
429,pacific grove,36.6177,-121.9166,15.23,83,40,8.23,US,1684979915
430,las heras,-46.5419,-68.9359,5.26,50,0,12.32,AR,1684979916
431,mymensingh,24.75,90.4,27.88,68,0,3.86,BD,1684979916
432,yanqul,23.5905,56.5501,28.58,35,95,2.75,OM,1684979916
433,gwadar,25.1216,62.3254,29.16,85,29,5.16,PK,1684979916
434,mwene-ditu,-7.0,23.45,20.64,67,3,1.24,CD,1684979917
435,youhao,47.8667,128.8333,21.87,38,100,6.63,CN,1684979917
436,abu al matamir,30.9102,30.1744,16.27,91,0,2.28,EG,1684979917
437,atbasar,51.8,68.3333,17.6,41,6,3.28,KZ,1684979917
438,taoudenni,22.6783,-3.9836,27.75,30,97,3.43,ML,1684979917
439,balykchy,42.4557,76.1861,9.12,86,84,0.88,KG,1684979807
440,san jose del guaviare,2.5729,-72.6459,23.02,98,99,1.07,CO,1684979918
441,san antonio de pale,-1.4014,5.6325,26.34,88,97,5.74,GQ,1684979918
442,kuala terengganu,5.3302,103.1408,30.55,89,20,1.54,MY,1684979919
443,arfoud,31.4348,-4.2375,19.73,37,44,6.08,MA,1684979919
444,mikun',62.3547,50.0771,17.66,60,100,3.03,RU,1684979919
445,barcelos,41.5388,-8.6151,18.71,68,15,2.07,PT,1684979919
446,turinskaya sloboda,57.6232,64.3858,19.04,55,72,2.09,RU,1684979920
447,cambria,35.5641,-121.0808,15.68,85,51,1.34,US,1684979920
448,yenotayevka,47.2456,47.0281,20.53,68,100,3.98,RU,1684979920
449,eduardo castex,-35.915,-64.2945,14.54,78,100,3.0,AR,1684979920
450,dabakala,8.3667,-4.4333,24.37,90,88,2.23,CI,1684979920
451,erenhot,43.6475,111.9767,17.78,25,51,8.75,CN,1684979921
452,keban,38.7978,38.7336,17.38,51,100,1.76,TR,1684979921
453,hronov,50.4797,16.1823,7.06,93,1,1.86,CZ,1684979921
454,walvis bay,-22.9575,14.5053,13.38,100,6,1.03,NA,1684979921
455,salinopolis,-0.6136,-47.3561,26.03,87,97,4.27,BR,1684979921
456,gornozavodsk,58.3758,58.3211,17.51,52,31,0.36,RU,1684979922
457,balatonboglar,46.7752,17.6441,14.41,90,8,2.54,HU,1684979922
458,blenheim,-41.516,173.9528,16.96,64,3,1.83,NZ,1684979922
459,qarqin,37.4185,66.0436,23.26,20,0,6.18,AF,1684979922
460,los andes,-32.8337,-70.5983,11.12,60,100,1.44,CL,1684979922
461,caianu mic,47.2333,24.15,13.4,82,71,0.88,RO,1684979922
462,pudozh,61.8099,36.5345,13.08,92,100,1.48,RU,1684979923
463,suva,-18.1416,178.4415,24.71,73,75,2.06,FJ,1684979923
464,jaguey grande,22.5269,-81.1286,21.72,87,78,0.35,CU,1684979923
465,kulhudhuffushi,6.6221,73.07,28.67,74,12,3.46,MV,1684979923
466,fizuli,39.5771,47.4084,18.94,55,19,1.39,AZ,1684979923
467,grantsville,40.5999,-112.4644,20.84,50,93,3.13,US,1684979923
468,zubova polyana,54.0771,42.8372,14.04,88,100,3.11,RU,1684979923
469,toktogul,41.8708,72.9402,12.93,69,74,0.55,KG,1684979924
470,rio preto da eva,-2.6994,-59.6997,23.9,98,82,0.3,BR,1684979924
471,kalifornsky,60.4183,-151.29,14.19,47,100,6.69,US,1684979924
472,laguna,38.421,-121.4238,25.73,51,0,4.12,US,1684979924
473,rey bouba,8.6724,14.1786,28.17,65,80,1.61,CM,1684979924
474,fisterra,42.9049,-9.2629,14.3,81,13,5.72,ES,1684979924
475,puerto baquerizo moreno,-0.9,-89.6,24.99,78,1,3.2,EC,1684979924
476,pisco,-13.7,-76.2167,21.03,83,0,5.14,PE,1684979925
477,balkashino,52.5167,68.7667,18.21,40,12,2.32,KZ,1684979925
478,belmonte,-15.8631,-38.8828,23.38,85,3,3.03,BR,1684979925
479,marsh harbour,26.5412,-77.0636,26.14,72,72,4.54,BS,1684979765
480,coahuayana de hidalgo,18.7,-103.6583,25.7,81,67,1.07,MX,1684979925
481,labytnangi,66.6572,66.4183,13.43,57,4,3.73,RU,1684979925
482,kousa,25.9141,32.7636,30.05,16,64,2.21,EG,1684979925
483,greenwood,34.1668,-82.1165,17.38,73,0,0.0,US,1684979926
484,saldanha,-33.0117,17.9442,13.03,93,100,6.49,ZA,1684979926
485,jamestown,42.097,-79.2353,11.77,71,0,2.57,US,1684979784
486,levuka,50.1834,-105.4011,26.84,66,86,4.85,CA,1684979766
487,nueva gerona,21.8833,-82.8,26.56,71,7,2.99,CU,1684979926
488,liezen,47.5667,14.2333,11.1,98,85,1.11,AT,1684979926
489,prineville,44.2999,-120.8345,22.06,29,0,6.17,US,1684979926
490,zyrya,40.3661,50.2917,19.05,81,88,3.47,AZ,1684979927
491,lauro de freitas,-12.8944,-38.3272,27.01,78,40,4.63,BR,1684979877
492,sinabang,2.4803,96.3801,28.03,78,52,1.18,ID,1684979927
493,wakkanai,45.4094,141.6739,16.99,67,75,14.92,JP,1684979927
494,west bay,19.3667,-81.4167,28.89,77,20,2.06,KY,1684979927
495,chebarkul',54.9749,60.3633,18.09,46,22,1.69,RU,1684979927
496,uyuni,-20.4597,-66.825,3.1,24,1,4.39,BO,1684979927
497,magadan,59.5667,150.8,1.86,86,100,2.51,RU,1684979928
498,bubaque,11.2833,-15.8333,27.39,71,81,7.18,GW,1684979928
499,norderney,53.7,7.15,10.57,97,13,6.11,DE,1684979928
500,vytegra,61.0064,36.4481,12.68,95,100,1.75,RU,1684979928
501,riberalta,-10.9833,-66.1,23.05,99,100,0.68,BO,1684979928
502,basoko,1.2391,23.616,22.21,86,7,0.31,CD,1684979928
503,lashio,22.9333,97.75,20.68,90,100,0.48,MM,1684979928
504,sumbawa besar,-8.5,117.4333,30.18,54,52,3.08,ID,1684979929
505,arkalyk,50.2486,66.9114,18.51,35,0,3.49,KZ,1684979929
506,isangel,-19.55,169.2667,27.06,61,75,4.63,VU,1684979929
507,balqash,46.8481,74.995,15.33,38,0,7.0,KZ,1684979929
508,margate,51.3813,1.3862,11.5,80,1,1.34,GB,1684979925
509,luderitz,-26.6481,15.1594,12.34,85,34,2.81,NA,1684979929
510,zemio,5.0314,25.1361,20.69,88,36,1.1,CF,1684979929
511,trairi,-3.2778,-39.2689,24.63,87,90,3.05,BR,1684979930
512,new norfolk,-42.7826,147.0587,12.72,70,96,2.68,AU,1684979930
513,kapa'a,22.0752,-159.319,27.99,72,75,7.2,US,1684979930
514,chaoyang,41.5703,120.4586,23.82,34,9,10.73,CN,1684979930
515,tselina,46.5338,41.0328,16.43,92,100,3.13,RU,1684979930
516,chincha alta,-13.4099,-76.1323,20.33,85,50,0.62,PE,1684979930
517,porto novo,6.4965,2.6036,25.9,90,100,2.29,BJ,1684979930
518,sao geraldo do araguaia,-6.4006,-48.555,24.09,91,100,1.08,BR,1684979930
519,erbil,36.1926,44.0106,19.9,45,20,4.12,IQ,1684979931
520,katsuura,35.1333,140.3,19.88,60,100,3.39,JP,1684979931
521,mil'kovo,55.6078,37.7956,14.22,95,58,1.63,RU,1684979931
522,pontianak,-0.0333,109.3333,28.99,79,40,2.57,ID,1684979931
523,haiphong,20.8561,106.6822,26.95,89,75,3.6,VN,1684979931
524,moose jaw,50.4001,-105.5344,27.14,32,81,6.69,CA,1684979931
525,shiqian,27.5225,108.2281,20.94,93,100,1.16,CN,1684979932
526,sidi bennour,32.6524,-8.4277,15.6,88,0,1.67,MA,1684979932
527,miro khan,27.7599,68.0921,35.86,20,1,1.47,PK,1684979932
528,bandon,51.7469,-8.7425,13.77,95,0,3.09,IE,1684979932
529,kyren,51.6828,102.1408,3.34,78,100,0.67,RU,1684979932
530,leh,34.1667,77.5833,6.7,69,49,2.29,IN,1684979932
531,castel bolognese,44.3207,11.7999,19.73,90,100,0.72,IT,1684979932
532,north bend,43.4065,-124.2243,14.95,88,100,14.92,US,1684979932
533,al lagowa,11.4,29.1333,29.84,31,14,3.45,SD,1684979933
534,flin flon,54.7682,-101.865,16.24,63,84,4.92,CA,1684979933
535,changde,29.0464,111.6783,22.95,78,100,0.6,CN,1684979933
536,borshchiv,48.8033,26.0435,12.7,73,37,2.09,UA,1684979933
537,antofagasta,-23.65,-70.4,17.6,83,42,1.58,CL,1684979705
538,panaba,21.2833,-88.2667,24.96,80,0,3.0,MX,1684979933
539,santa cruz del norte,23.1539,-81.9236,24.3,77,78,2.52,CU,1684979933
540,piacabucu,-10.4056,-36.4344,24.11,88,19,2.23,BR,1684979934
541,mae chai,19.346,99.814,30.22,57,100,1.45,TH,1684979934
542,leava,-14.3,-178.1667,26.33,84,100,4.93,WF,1684979934
543,brezina,33.0989,1.2608,15.94,58,5,5.81,DZ,1684979934
544,qarazhal,48.0078,70.7903,16.6,38,11,5.42,KZ,1684979934
545,padang,-0.9492,100.3543,29.03,72,17,0.36,ID,1684979934
546,xilin hot,43.9667,116.0333,12.57,67,100,8.29,CN,1684979934
547,flying fish cove,-10.4217,105.6791,26.82,83,100,7.72,CX,1684979934
548,kristiansund,63.1115,7.732,8.03,70,75,10.29,NO,1684979935
549,kavaratti,10.5669,72.642,29.51,67,6,2.24,IN,1684979935
550,san pedro pochutla,15.7333,-96.4667,29.84,74,89,2.79,MX,1684979935
551,zagora,30.3484,-5.8365,21.42,18,0,2.04,MA,1684979935
552,floro,61.5996,5.0328,7.98,81,75,4.63,NO,1684979935
553,amalapuram,16.5833,82.0167,31.37,72,22,2.24,IN,1684979935
554,holly springs,35.6513,-78.8336,17.77,59,20,2.39,US,1684979935
555,richards bay,-28.783,32.0377,18.21,85,3,5.83,ZA,1684979936
556,shakawe,-18.3667,21.85,15.13,35,3,2.27,BW,1684979936
557,vanimo,-2.6741,141.3028,28.89,75,100,0.78,PG,1684979936
558,banes,20.9625,-75.7186,23.84,93,89,2.54,CU,1684979936
559,alamos,27.0167,-108.9333,28.43,16,97,2.08,MX,1684979936
560,gazojak,41.1875,61.4036,23.37,18,2,4.32,TM,1684979936
561,kindu,-2.95,25.95,20.73,95,87,0.82,CD,1684979936
